video,frame_count,width,height,question,answer,qid,type
3099327773,1948,640,424,how is the lady positioned in the video,sit behind the baby,6,DO
5384066179,1546,640,1138,what did the toddler do after falling,get back up,7,TN
3973097072,565,640,480,why are the divers moving their legs,swim,9,CW
3199291548,720,640,480,how did the machine respond when it is near the obstacles,move backwards,3,TC
4653911781,783,640,480,why does the lady keep the baby on her lap,prevent baby from falling,2,CW
3738987127,632,640,362,why is the girl standing in the middle shaking her head in the middle of the video,the first girl said something incorrect,3,CW
12760412393,1510,640,1138,what did the girl do as the boy sang,play guitar,4,TC
4701330629,821,640,360,how does the baby react when reaching the edge,cry,8,TC
3376490453,2069,640,360,how many does the baby drop the toy car,two,13,DC
3098429260,1816,640,480,why did the lady shift the baby in white in the middle of the video,baby in white wanted to rest,5,CW
9180972556,480,640,480,why does the baby put his hands at his eyes,rub his eyes,6,CW
6588839779,594,640,480,how many times did the man speaking raised up both his arms,one,5,DC
6159095415,624,568,320,what does the brown dog do as the first wave approaches,turn away,7,TC
9367857320,1729,640,360,what does the woman do whenever she looks away from her guitar,sings on the microphone,8,TC
2446704882,947,500,375,why did the girl in black shorts touch the youngest girl in blue near the end,make room for dancing,4,CW
5368527147,2010,640,480,how do the figures move after being placed on the table,people made them move,1,CH
4392747521,1006,640,480,what does the man with blue gloves do after he stops momentarily in front of the rock,look up,6,TN
3665755383,1701,640,480,why did the baby roll over on the floor towards the middle,exploring movement,2,CW
5003718676,2250,640,480,how does the boy move the smaller bike around after getting off the motorbike,use legs,3,CH
5750799064,2392,640,480,why did the first man in jeans push away the ball with his hands near the middle,make space for the children,4,CW
8280224963,1166,640,360,why is there a flash of light in between,photo taking,4,CW
5710083349,1316,568,320,how does the cat react when the person is touching its nose,close its eyes,3,TC
2933279181,901,500,375,why is the man in green wear helmet,rockclimbing,1,CW
8316378691,1442,640,360,how does boy react after opening the present,carry up the dog,3,TN
13312922233,1159,640,1138,why did the boy hi-five with two people at the end,celebrate the moment,4,CW
9592167163,652,640,360,why did the standing man in black suit came over to the 3 people after the man in white suit left,serve the guests,5,CW
4116882012,1655,640,480,how did the man in checked shirt react to the lady holding sword at the end,clap,9,TC
3343411237,927,640,480,is the boy trying to surf,yes,3,DB
4072482970,378,640,480,what did the man do when the baby was clapping his hands,smiles,4,TC
6290415351,1491,640,362,why do both of the cars stop when they reach the orange cone in the middle of the video,reach starting point,2,CW
6559356589,2697,640,480,why do the chlidren hold their hand over their heads and move it around,learn dancing,4,CW
3803184409,2192,640,480,how many men are fighting,two,8,DC
5659105022,1804,640,360,why does the girl keep running towards the water sprinkler,playing with water,1,CW
5607388477,1273,640,480,why does the girl stumble when climbing up the stairs,slippery,4,CW
3754789709,398,320,240,why did the people dress in long covered clothing and shoes,hiking,0,CW
4749691614,825,640,480,what does the girl with pink cap do after moving the toy truck away at the start,turn around,5,TN
7040928501,798,640,360,how did the lady in red support the baby in pink,holding her head,0,CH
3899705145,675,640,480,what did the man in yellow do before he rolled down the hill,pass the lady his things,9,TP
10676920593,3374,640,480,where are they at,living room,5,DL
5059903055,2006,640,426,how does the person opposite the baby clean the mouth of the baby at the end of the video,use spoon wipe off,3,CH
7966428674,881,640,480,how do the birds look for food from the ground,by breaking,4,CH
6443440431,2697,640,360,what did the boy do after he stood up from lying on the bear at the beginning of the video,carry the bear,3,TN
2869614883,786,640,480,how did the girl in blue get help for sliding down at the end,girl in orange push her legs,8,CH
13238637455,3217,640,360,where are the people gathering around,a park,4,DL
11935364173,1811,640,360,why did the horse roll itself on the ground,scratch itself,1,CW
8628709190,2697,640,360,how does the girl in pink walk the dog,let dog walk in front,8,CH
4128559642,450,640,360,what is the relation between the man and the lady behind her,couple,1,DO
9322607070,1526,640,360,what happened to the boy on zipline once the woman let go of the rope,move forward,4,TC
3080070070,2697,500,375,how many cats are involved in the video,two,9,DC
3011742341,794,500,375,what do the ladies do after finishing their performance,leave the stage,8,TN
8117720224,487,480,640,how many people are involved in the video,one,7,DC
4933394457,510,640,360,how many people are involved in the video,one,10,DC
6302149386,1690,640,360,why did a man walk in join the girl in standing in front of the camera,get recorded,1,CW
3013435213,1037,640,480,why does the woman in black shake the person in yellow s hand before trying the honey,thanking her,1,TP
2583337639,739,500,375,why did the man in white shirt put his hand on top of the other two men s hands,start off fair,6,CW
6003229163,1660,640,1138,why is the hair of the girl in black swinging side to side at the end of hte video,running,9,CW
2452889804,1380,640,480,how does the man in white react when seeing the camera,smile and pose,5,TC
3160575610,962,640,480,why was the girl in red moving her arm up and down at the start,playing drums,4,CW
3182862956,1259,640,424,what is the relationship between the men playing the instruments,friends,2,DO
5937853314,589,640,1138,why does the lady open her mouth when the baby touches her forehead,pretend to get headache,3,CW
4969723020,2045,640,480,what sport are the people doing,baseball,3,TC
3470996327,2086,640,480,how did the man in brown bring the food to the girl s plate,fork and knife,7,CH
6007749399,314,640,360,where are the ladies sitting on,table,0,DL
9132237408,1186,640,360,how did the man in black use body language to express himself,hand gestures,7,CH
11595682706,1923,640,360,why is the boy in black moving his arms and shaking his butt,dancing,1,CW
5461088507,1464,640,480,why was the lady in scarf looking down at the end,writing on toy,7,CW
8207664482,1626,640,360,which toy is hit more by the baby,giraffe,9,DO
7384073506,1138,640,360,how did the woman appear shock when the baby was playing with the microphone,opened her mouth,1,CH
4628594062,972,640,360,what did the man with checkered shirt do after he saw the man in black shirt pressed the buttons,press the buttons,5,TN
4827388766,654,640,360,why did the lady put her head back near the middle,laughing,4,CW
5785351331,1237,480,360,how does the girl in striped project her voice,use a microphone,2,CH
2768919345,519,500,375,where is this likely to be occurring,park,7,DL
5455648195,1567,640,480,what is the baby doing in this video,exploring,7,TC
4531801527,332,640,480,why does the boy in blue have to put 1 foot on the ground and move it,push on the ground,7,CW
3471734344,1230,640,480,how does the girl move the toy cart around,push by the toy cart s wheel,1,CH
2990407241,2697,500,375,how does the lady with black dress adjust the position of her headdress in the middle,use her hand,6,DO
3863283218,1695,640,480,what did the girl do after she touched the cake in the middle of the video,put finger in her mouth,6,TN
5710083349,1316,568,320,why did the person touch the cat,show affection,0,CW
2630893825,460,640,480,why is everyone bent down,pour out hot liquid,0,CW
4768325668,760,640,480,why did the lady raise her arm in the middle of the video,point to tree,6,CW
6884782376,2697,640,480,are the boys having fun playing with each other,yes,4,DB
3799619778,2697,480,640,how does the lady try to tease the dogs at the start,dangle biscuit and not give them,2,CH
2633898711,1763,640,480,what did the brown dog when the black dog went under the chair,attack the black dog,7,TC
13562023093,401,640,360,how is the baby feeling when playing in the living room,happy,4,TC
8784416378,1304,640,360,was the second cyclist afraid to go down the slope on the bike when it was at the top of the slope,yes,2,DB
8716087070,772,640,360,is the man going to board the airplane,yes,3,DB
7877082996,363,640,360,why did the man fell down at the end of the video,lost his balance,1,CW
6173392418,2160,640,360,what does the man in white do after stepping away from the microphone at the start,moving his body with rhythm,0,TN
4437776075,2370,640,360,why did the baby look shocked when someone showed a yellow and pink toy to him,unfamiliar,4,CW
